instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,jenis_penyewa
10454,2012-03-16,Spring,2012,Mar,16,Not Holiday,Friday,Working Day,Light_snow,0.48,0.4697,0.77,0.0,18,111,129,Afternoon Riders
10455,2012-03-16,Spring,2012,Mar,17,Not Holiday,Friday,Working Day,Light_snow,0.48,0.4697,0.82,0.0896,23,235,258,Afternoon Riders
10456,2012-03-16,Spring,2012,Mar,18,Not Holiday,Friday,Working Day,Light_snow,0.48,0.4697,0.82,0.0896,31,377,408,Evening Riders
10457,2012-03-16,Spring,2012,Mar,19,Not Holiday,Friday,Working Day,Mist,0.46,0.4545,0.88,0.0,23,273,296,Evening Riders
10458,2012-03-16,Spring,2012,Mar,20,Not Holiday,Friday,Working Day,Clear,0.46,0.4545,0.88,0.0,31,204,235,Evening Riders
10459,2012-03-16,Spring,2012,Mar,21,Not Holiday,Friday,Working Day,Mist,0.44,0.4394,0.94,0.0,8,144,152,Evening Riders
10460,2012-03-16,Spring,2012,Mar,22,Not Holiday,Friday,Working Day,Mist,0.44,0.4394,0.94,0.0,16,132,148,Evening Riders
10461,2012-03-16,Spring,2012,Mar,23,Not Holiday,Friday,Working Day,Mist,0.44,0.4394,0.94,0.0,22,104,126,Evening Riders
10462,2012-03-17,Spring,2012,Mar,0,Not Holiday,Saturday,Holiday,Mist,0.44,0.4394,0.94,0.0896,13,87,100,Night Riders
10463,2012-03-17,Spring,2012,Mar,1,Not Holiday,Saturday,Holiday,Mist,0.44,0.4394,0.94,0.0,12,57,69,Night Riders
10464,2012-03-17,Spring,2012,Mar,2,Not Holiday,Saturday,Holiday,Mist,0.44,0.4394,0.88,0.0,10,32,42,Night Riders
10465,2012-03-17,Spring,2012,Mar,3,Not Holiday,Saturday,Holiday,Mist,0.44,0.4394,0.88,0.0,2,24,26,Night Riders
10466,2012-03-17,Spring,2012,Mar,4,Not Holiday,Saturday,Holiday,Mist,0.42,0.4242,0.94,0.0,0,2,2,Night Riders
10467,2012-03-17,Spring,2012,Mar,5,Not Holiday,Saturday,Holiday,Mist,0.42,0.4242,0.94,0.0896,5,3,8,Morning Riders
10468,2012-03-17,Spring,2012,Mar,6,Not Holiday,Saturday,Holiday,Mist,0.42,0.4242,0.94,0.194,1,29,30,Morning Riders
10469,2012-03-17,Spring,2012,Mar,7,Not Holiday,Saturday,Holiday,Mist,0.4,0.4091,1.0,0.1343,29,57,86,Morning Riders
10470,2012-03-17,Spring,2012,Mar,8,Not Holiday,Saturday,Holiday,Mist,0.42,0.4242,0.94,0.1045,63,155,218,Morning Riders
10471,2012-03-17,Spring,2012,Mar,9,Not Holiday,Saturday,Holiday,Mist,0.44,0.4394,0.88,0.0896,104,217,321,Morning Riders
10472,2012-03-17,Spring,2012,Mar,10,Not Holiday,Saturday,Holiday,Mist,0.5,0.4848,0.77,0.0896,140,303,443,Morning Riders
10473,2012-03-17,Spring,2012,Mar,11,Not Holiday,Saturday,Holiday,Mist,0.52,0.5,0.77,0.1343,226,359,585,Morning Riders
10474,2012-03-17,Spring,2012,Mar,12,Not Holiday,Saturday,Holiday,Clear,0.56,0.5303,0.68,0.1642,286,365,651,Afternoon Riders
10475,2012-03-17,Spring,2012,Mar,13,Not Holiday,Saturday,Holiday,Clear,0.6,0.6061,0.6,0.1045,286,400,686,Afternoon Riders
10476,2012-03-17,Spring,2012,Mar,14,Not Holiday,Saturday,Holiday,Clear,0.62,0.6212,0.53,0.0896,352,338,690,Afternoon Riders
10477,2012-03-17,Spring,2012,Mar,15,Not Holiday,Saturday,Holiday,Clear,0.64,0.6212,0.53,0.1343,357,322,679,Afternoon Riders
10478,2012-03-17,Spring,2012,Mar,16,Not Holiday,Saturday,Holiday,Clear,0.64,0.6212,0.5,0.0,367,318,685,Afternoon Riders
10479,2012-03-17,Spring,2012,Mar,17,Not Holiday,Saturday,Holiday,Clear,0.64,0.6212,0.5,0.1343,291,357,648,Afternoon Riders
10480,2012-03-17,Spring,2012,Mar,18,Not Holiday,Saturday,Holiday,Clear,0.62,0.6212,0.57,0.2985,221,339,560,Evening Riders
10481,2012-03-17,Spring,2012,Mar,19,Not Holiday,Saturday,Holiday,Clear,0.58,0.5455,0.64,0.2836,155,262,417,Evening Riders
10482,2012-03-17,Spring,2012,Mar,20,Not Holiday,Saturday,Holiday,Clear,0.56,0.5303,0.64,0.194,89,182,271,Evening Riders
10483,2012-03-17,Spring,2012,Mar,21,Not Holiday,Saturday,Holiday,Clear,0.54,0.5152,0.68,0.1642,54,169,223,Evening Riders
10484,2012-03-17,Spring,2012,Mar,22,Not Holiday,Saturday,Holiday,Clear,0.54,0.5152,0.68,0.0,58,153,211,Evening Riders
10485,2012-03-17,Spring,2012,Mar,23,Not Holiday,Saturday,Holiday,Clear,0.5,0.4848,0.77,0.1642,34,151,185,Evening Riders
10486,2012-03-18,Spring,2012,Mar,0,Not Holiday,Sunday,Holiday,Clear,0.46,0.4545,0.88,0.194,27,80,107,Night Riders
10487,2012-03-18,Spring,2012,Mar,1,Not Holiday,Sunday,Holiday,Clear,0.46,0.4545,0.82,0.1343,25,88,113,Night Riders
10488,2012-03-18,Spring,2012,Mar,2,Not Holiday,Sunday,Holiday,Mist,0.46,0.4545,0.82,0.1045,15,41,56,Night Riders
10489,2012-03-18,Spring,2012,Mar,3,Not Holiday,Sunday,Holiday,Mist,0.44,0.4394,0.88,0.1343,3,15,18,Night Riders
10490,2012-03-18,Spring,2012,Mar,4,Not Holiday,Sunday,Holiday,Mist,0.42,0.4242,0.94,0.1642,6,8,14,Night Riders
10491,2012-03-18,Spring,2012,Mar,5,Not Holiday,Sunday,Holiday,Mist,0.4,0.4091,0.94,0.1045,0,6,6,Morning Riders
10492,2012-03-18,Spring,2012,Mar,6,Not Holiday,Sunday,Holiday,Mist,0.4,0.4091,0.94,0.1045,2,9,11,Morning Riders
10493,2012-03-18,Spring,2012,Mar,7,Not Holiday,Sunday,Holiday,Light_snow,0.42,0.4242,0.88,0.1642,17,25,42,Morning Riders
10494,2012-03-18,Spring,2012,Mar,8,Not Holiday,Sunday,Holiday,Mist,0.42,0.4242,0.88,0.1045,25,71,96,Morning Riders
10495,2012-03-18,Spring,2012,Mar,9,Not Holiday,Sunday,Holiday,Mist,0.42,0.4242,0.88,0.0896,65,113,178,Morning Riders
10496,2012-03-18,Spring,2012,Mar,10,Not Holiday,Sunday,Holiday,Mist,0.42,0.4242,0.88,0.1045,139,212,351,Morning Riders
10497,2012-03-18,Spring,2012,Mar,11,Not Holiday,Sunday,Holiday,Mist,0.44,0.4394,0.82,0.1642,129,239,368,Morning Riders
10498,2012-03-18,Spring,2012,Mar,12,Not Holiday,Sunday,Holiday,Mist,0.44,0.4394,0.88,0.1343,222,281,503,Afternoon Riders
10499,2012-03-18,Spring,2012,Mar,13,Not Holiday,Sunday,Holiday,Mist,0.46,0.4545,0.82,0.1642,198,346,544,Afternoon Riders
10500,2012-03-18,Spring,2012,Mar,14,Not Holiday,Sunday,Holiday,Mist,0.5,0.4848,0.77,0.0896,218,303,521,Afternoon Riders
10501,2012-03-18,Spring,2012,Mar,15,Not Holiday,Sunday,Holiday,Clear,0.54,0.5152,0.68,0.0896,240,314,554,Afternoon Riders
10502,2012-03-18,Spring,2012,Mar,16,Not Holiday,Sunday,Holiday,Clear,0.54,0.5152,0.73,0.0896,229,312,541,Afternoon Riders
10503,2012-03-18,Spring,2012,Mar,17,Not Holiday,Sunday,Holiday,Clear,0.56,0.5303,0.64,0.0896,233,308,541,Afternoon Riders
10504,2012-03-18,Spring,2012,Mar,18,Not Holiday,Sunday,Holiday,Clear,0.56,0.5303,0.64,0.1642,165,294,459,Evening Riders
10505,2012-03-18,Spring,2012,Mar,19,Not Holiday,Sunday,Holiday,Clear,0.56,0.5303,0.64,0.1642,118,234,352,Evening Riders
10506,2012-03-18,Spring,2012,Mar,20,Not Holiday,Sunday,Holiday,Clear,0.52,0.5,0.77,0.1343,59,139,198,Evening Riders
10507,2012-03-18,Spring,2012,Mar,21,Not Holiday,Sunday,Holiday,Clear,0.52,0.5,0.72,0.0896,44,129,173,Evening Riders
10508,2012-03-18,Spring,2012,Mar,22,Not Holiday,Sunday,Holiday,Clear,0.5,0.4848,0.77,0.1045,21,79,100,Evening Riders
10509,2012-03-18,Spring,2012,Mar,23,Not Holiday,Sunday,Holiday,Clear,0.48,0.4697,0.82,0.1642,7,39,46,Evening Riders
10510,2012-03-19,Spring,2012,Mar,0,Not Holiday,Monday,Working Day,Clear,0.48,0.4697,0.82,0.1045,4,19,23,Night Riders
10511,2012-03-19,Spring,2012,Mar,1,Not Holiday,Monday,Working Day,Clear,0.46,0.4545,0.88,0.1045,0,15,15,Night Riders
10512,2012-03-19,Spring,2012,Mar,2,Not Holiday,Monday,Working Day,Clear,0.46,0.4545,0.88,0.1642,1,7,8,Night Riders
10513,2012-03-19,Spring,2012,Mar,3,Not Holiday,Monday,Working Day,Clear,0.46,0.4545,0.88,0.0896,0,2,2,Night Riders
10514,2012-03-19,Spring,2012,Mar,4,Not Holiday,Monday,Working Day,Clear,0.44,0.4394,0.94,0.0,0,3,3,Night Riders
10515,2012-03-19,Spring,2012,Mar,5,Not Holiday,Monday,Working Day,Clear,0.44,0.4394,0.94,0.0,0,31,31,Morning Riders
10516,2012-03-19,Spring,2012,Mar,6,Not Holiday,Monday,Working Day,Clear,0.46,0.4545,0.88,0.1343,2,118,120,Morning Riders
10517,2012-03-19,Spring,2012,Mar,7,Not Holiday,Monday,Working Day,Clear,0.46,0.4545,0.88,0.194,25,329,354,Morning Riders
10518,2012-03-19,Spring,2012,Mar,8,Not Holiday,Monday,Working Day,Clear,0.46,0.4545,0.88,0.1045,16,563,579,Morning Riders
10519,2012-03-19,Spring,2012,Mar,9,Not Holiday,Monday,Working Day,Clear,0.5,0.4848,0.72,0.1642,55,276,331,Morning Riders
10520,2012-03-19,Spring,2012,Mar,10,Not Holiday,Monday,Working Day,Clear,0.52,0.5,0.72,0.1343,56,128,184,Morning Riders
10521,2012-03-19,Spring,2012,Mar,11,Not Holiday,Monday,Working Day,Clear,0.56,0.5303,0.68,0.1642,56,145,201,Morning Riders
10522,2012-03-19,Spring,2012,Mar,12,Not Holiday,Monday,Working Day,Clear,0.6,0.6061,0.64,0.2537,71,211,282,Afternoon Riders
10523,2012-03-19,Spring,2012,Mar,13,Not Holiday,Monday,Working Day,Clear,0.62,0.6061,0.61,0.2537,69,194,263,Afternoon Riders
10524,2012-03-19,Spring,2012,Mar,14,Not Holiday,Monday,Working Day,Mist,0.64,0.6212,0.57,0.194,60,200,260,Afternoon Riders
10525,2012-03-19,Spring,2012,Mar,15,Not Holiday,Monday,Working Day,Clear,0.64,0.6212,0.57,0.2239,97,189,286,Afternoon Riders
10526,2012-03-19,Spring,2012,Mar,16,Not Holiday,Monday,Working Day,Clear,0.66,0.6212,0.5,0.2239,65,320,385,Afternoon Riders
10527,2012-03-19,Spring,2012,Mar,17,Not Holiday,Monday,Working Day,Clear,0.64,0.6212,0.53,0.2239,106,615,721,Afternoon Riders
10528,2012-03-19,Spring,2012,Mar,18,Not Holiday,Monday,Working Day,Clear,0.64,0.6212,0.57,0.2537,120,681,801,Evening Riders
10529,2012-03-19,Spring,2012,Mar,19,Not Holiday,Monday,Working Day,Clear,0.62,0.6061,0.61,0.2239,86,463,549,Evening Riders
10530,2012-03-19,Spring,2012,Mar,20,Not Holiday,Monday,Working Day,Clear,0.6,0.6061,0.64,0.2239,34,296,330,Evening Riders
10531,2012-03-19,Spring,2012,Mar,21,Not Holiday,Monday,Working Day,Clear,0.6,0.6061,0.64,0.1642,33,190,223,Evening Riders
10532,2012-03-19,Spring,2012,Mar,22,Not Holiday,Monday,Working Day,Mist,0.56,0.5303,0.73,0.1642,17,131,148,Evening Riders
10533,2012-03-19,Spring,2012,Mar,23,Not Holiday,Monday,Working Day,Mist,0.56,0.5303,0.78,0.1343,9,45,54,Evening Riders
10534,2012-03-20,Spring,2012,Mar,0,Not Holiday,Tuesday,Working Day,Mist,0.56,0.5303,0.78,0.0896,5,24,29,Night Riders
10535,2012-03-20,Spring,2012,Mar,1,Not Holiday,Tuesday,Working Day,Clear,0.54,0.5152,0.88,0.0,6,9,15,Night Riders
10536,2012-03-20,Spring,2012,Mar,2,Not Holiday,Tuesday,Working Day,Clear,0.54,0.5152,0.88,0.0896,2,8,10,Night Riders
10537,2012-03-20,Spring,2012,Mar,3,Not Holiday,Tuesday,Working Day,Mist,0.54,0.5152,0.88,0.0,0,3,3,Night Riders
10538,2012-03-20,Spring,2012,Mar,4,Not Holiday,Tuesday,Working Day,Mist,0.52,0.5,0.88,0.1343,0,6,6,Night Riders
10539,2012-03-20,Spring,2012,Mar,5,Not Holiday,Tuesday,Working Day,Mist,0.52,0.5,0.94,0.0,0,20,20,Morning Riders
10540,2012-03-20,Spring,2012,Mar,6,Not Holiday,Tuesday,Working Day,Mist,0.52,0.5,0.94,0.1642,6,94,100,Morning Riders
10541,2012-03-20,Spring,2012,Mar,7,Not Holiday,Tuesday,Working Day,Light_snow,0.52,0.5,0.94,0.2239,3,167,170,Morning Riders
10542,2012-03-20,Spring,2012,Mar,8,Not Holiday,Tuesday,Working Day,Mist,0.52,0.5,0.88,0.1045,28,488,516,Morning Riders
10543,2012-03-20,Spring,2012,Mar,9,Not Holiday,Tuesday,Working Day,Mist,0.54,0.5152,0.88,0.1642,41,284,325,Morning Riders
10544,2012-03-20,Spring,2012,Mar,10,Not Holiday,Tuesday,Working Day,Clear,0.54,0.5152,0.88,0.194,44,119,163,Morning Riders
10545,2012-03-20,Spring,2012,Mar,11,Not Holiday,Tuesday,Working Day,Clear,0.58,0.5455,0.83,0.1343,74,156,230,Morning Riders
10546,2012-03-20,Spring,2012,Mar,12,Not Holiday,Tuesday,Working Day,Clear,0.6,0.5758,0.78,0.2537,56,205,261,Afternoon Riders
10547,2012-03-20,Spring,2012,Mar,13,Not Holiday,Tuesday,Working Day,Clear,0.6,0.5758,0.78,0.194,77,207,284,Afternoon Riders
10548,2012-03-20,Spring,2012,Mar,14,Not Holiday,Tuesday,Working Day,Mist,0.6,0.5909,0.73,0.1642,66,182,248,Afternoon Riders
10549,2012-03-20,Spring,2012,Mar,15,Not Holiday,Tuesday,Working Day,Mist,0.62,0.6061,0.69,0.1045,67,177,244,Afternoon Riders
10550,2012-03-20,Spring,2012,Mar,16,Not Holiday,Tuesday,Working Day,Clear,0.62,0.6061,0.66,0.2239,99,332,431,Afternoon Riders
10551,2012-03-20,Spring,2012,Mar,17,Not Holiday,Tuesday,Working Day,Clear,0.6,0.5909,0.73,0.194,108,642,750,Afternoon Riders
10552,2012-03-20,Spring,2012,Mar,18,Not Holiday,Tuesday,Working Day,Clear,0.6,0.5909,0.69,0.2537,136,665,801,Evening Riders
10553,2012-03-20,Spring,2012,Mar,19,Not Holiday,Tuesday,Working Day,Clear,0.58,0.5455,0.73,0.1343,75,480,555,Evening Riders
10554,2012-03-20,Spring,2012,Mar,20,Not Holiday,Tuesday,Working Day,Clear,0.58,0.5455,0.68,0.0896,78,299,377,Evening Riders
10555,2012-03-20,Spring,2012,Mar,21,Not Holiday,Tuesday,Working Day,Clear,0.56,0.5303,0.73,0.0,38,239,277,Evening Riders
10556,2012-03-20,Spring,2012,Mar,22,Not Holiday,Tuesday,Working Day,Clear,0.54,0.5152,0.77,0.0,32,156,188,Evening Riders
10557,2012-03-20,Spring,2012,Mar,23,Not Holiday,Tuesday,Working Day,Clear,0.52,0.5,0.83,0.0,10,80,90,Evening Riders
10558,2012-03-21,Summer,2012,Mar,0,Not Holiday,Wednesday,Working Day,Clear,0.52,0.5,0.88,0.0,4,29,33,Night Riders
10559,2012-03-21,Summer,2012,Mar,1,Not Holiday,Wednesday,Working Day,Clear,0.52,0.5,0.83,0.0896,4,22,26,Night Riders
10560,2012-03-21,Summer,2012,Mar,2,Not Holiday,Wednesday,Working Day,Clear,0.5,0.4848,0.88,0.1343,2,8,10,Night Riders
10561,2012-03-21,Summer,2012,Mar,3,Not Holiday,Wednesday,Working Day,Mist,0.5,0.4848,0.88,0.194,1,7,8,Night Riders
10562,2012-03-21,Summer,2012,Mar,4,Not Holiday,Wednesday,Working Day,Mist,0.5,0.4848,0.88,0.1343,0,4,4,Night Riders
10563,2012-03-21,Summer,2012,Mar,5,Not Holiday,Wednesday,Working Day,Mist,0.5,0.4848,0.88,0.1343,4,35,39,Morning Riders
10564,2012-03-21,Summer,2012,Mar,6,Not Holiday,Wednesday,Working Day,Mist,0.48,0.4697,0.94,0.2239,10,139,149,Morning Riders
10565,2012-03-21,Summer,2012,Mar,7,Not Holiday,Wednesday,Working Day,Light_snow,0.48,0.4697,0.94,0.194,34,338,372,Morning Riders
10566,2012-03-21,Summer,2012,Mar,8,Not Holiday,Wednesday,Working Day,Light_snow,0.48,0.4697,0.94,0.1045,33,502,535,Morning Riders
10567,2012-03-21,Summer,2012,Mar,9,Not Holiday,Wednesday,Working Day,Mist,0.5,0.4848,0.88,0.1642,38,255,293,Morning Riders
10568,2012-03-21,Summer,2012,Mar,10,Not Holiday,Wednesday,Working Day,Mist,0.52,0.5,0.83,0.1642,30,124,154,Morning Riders
10569,2012-03-21,Summer,2012,Mar,11,Not Holiday,Wednesday,Working Day,Mist,0.52,0.5,0.83,0.1642,38,154,192,Morning Riders
10570,2012-03-21,Summer,2012,Mar,12,Not Holiday,Wednesday,Working Day,Mist,0.54,0.5152,0.77,0.0,58,171,229,Afternoon Riders
10571,2012-03-21,Summer,2012,Mar,13,Not Holiday,Wednesday,Working Day,Mist,0.54,0.5152,0.83,0.0,81,222,303,Afternoon Riders
10572,2012-03-21,Summer,2012,Mar,14,Not Holiday,Wednesday,Working Day,Mist,0.56,0.5303,0.78,0.0,74,151,225,Afternoon Riders
10573,2012-03-21,Summer,2012,Mar,15,Not Holiday,Wednesday,Working Day,Mist,0.56,0.5303,0.78,0.0,68,175,243,Afternoon Riders
10574,2012-03-21,Summer,2012,Mar,16,Not Holiday,Wednesday,Working Day,Clear,0.58,0.5455,0.73,0.0,91,287,378,Afternoon Riders
10575,2012-03-21,Summer,2012,Mar,17,Not Holiday,Wednesday,Working Day,Clear,0.6,0.5909,0.69,0.0896,113,616,729,Afternoon Riders
10576,2012-03-21,Summer,2012,Mar,18,Not Holiday,Wednesday,Working Day,Clear,0.6,0.5909,0.69,0.0,152,627,779,Evening Riders
10577,2012-03-21,Summer,2012,Mar,19,Not Holiday,Wednesday,Working Day,Clear,0.6,0.6061,0.64,0.0,86,496,582,Evening Riders
10578,2012-03-21,Summer,2012,Mar,20,Not Holiday,Wednesday,Working Day,Clear,0.56,0.5303,0.78,0.0896,76,298,374,Evening Riders
10579,2012-03-21,Summer,2012,Mar,21,Not Holiday,Wednesday,Working Day,Clear,0.54,0.5152,0.83,0.1045,47,204,251,Evening Riders
10580,2012-03-21,Summer,2012,Mar,22,Not Holiday,Wednesday,Working Day,Clear,0.52,0.5,0.83,0.1642,41,156,197,Evening Riders
10581,2012-03-21,Summer,2012,Mar,23,Not Holiday,Wednesday,Working Day,Clear,0.54,0.5152,0.77,0.0,37,88,125,Evening Riders
10582,2012-03-22,Summer,2012,Mar,0,Not Holiday,Thursday,Working Day,Clear,0.52,0.5,0.83,0.0896,9,32,41,Night Riders
10583,2012-03-22,Summer,2012,Mar,1,Not Holiday,Thursday,Working Day,Clear,0.52,0.5,0.83,0.0896,14,16,30,Night Riders
10584,2012-03-22,Summer,2012,Mar,2,Not Holiday,Thursday,Working Day,Clear,0.52,0.5,0.83,0.0896,1,5,6,Night Riders
10585,2012-03-22,Summer,2012,Mar,3,Not Holiday,Thursday,Working Day,Clear,0.52,0.5,0.83,0.0896,0,7,7,Night Riders
10586,2012-03-22,Summer,2012,Mar,4,Not Holiday,Thursday,Working Day,Mist,0.48,0.4697,1.0,0.0896,0,6,6,Night Riders
10587,2012-03-22,Summer,2012,Mar,5,Not Holiday,Thursday,Working Day,Mist,0.48,0.4697,1.0,0.0896,2,32,34,Morning Riders
10588,2012-03-22,Summer,2012,Mar,6,Not Holiday,Thursday,Working Day,Mist,0.48,0.4697,1.0,0.0896,10,126,136,Morning Riders
10589,2012-03-22,Summer,2012,Mar,7,Not Holiday,Thursday,Working Day,Mist,0.48,0.4697,1.0,0.0896,29,332,361,Morning Riders
10590,2012-03-22,Summer,2012,Mar,8,Not Holiday,Thursday,Working Day,Mist,0.5,0.4848,0.94,0.0896,51,598,649,Morning Riders
10591,2012-03-22,Summer,2012,Mar,9,Not Holiday,Thursday,Working Day,Mist,0.5,0.4848,0.94,0.0896,41,277,318,Morning Riders
10592,2012-03-22,Summer,2012,Mar,10,Not Holiday,Thursday,Working Day,Mist,0.5,0.4848,1.0,0.0896,32,110,142,Morning Riders
10593,2012-03-22,Summer,2012,Mar,11,Not Holiday,Thursday,Working Day,Mist,0.52,0.5,0.94,0.0,53,166,219,Morning Riders
10594,2012-03-22,Summer,2012,Mar,12,Not Holiday,Thursday,Working Day,Mist,0.54,0.5152,0.88,0.194,48,224,272,Afternoon Riders
10595,2012-03-22,Summer,2012,Mar,13,Not Holiday,Thursday,Working Day,Clear,0.58,0.5455,0.78,0.0896,83,215,298,Afternoon Riders
10596,2012-03-22,Summer,2012,Mar,14,Not Holiday,Thursday,Working Day,Clear,0.6,0.5909,0.73,0.1045,96,161,257,Afternoon Riders
10597,2012-03-22,Summer,2012,Mar,15,Not Holiday,Thursday,Working Day,Clear,0.62,0.6061,0.69,0.194,102,202,304,Afternoon Riders
10598,2012-03-22,Summer,2012,Mar,16,Not Holiday,Thursday,Working Day,Clear,0.64,0.6061,0.65,0.194,125,300,425,Afternoon Riders
10599,2012-03-22,Summer,2012,Mar,17,Not Holiday,Thursday,Working Day,Clear,0.66,0.6212,0.65,0.1642,154,656,810,Afternoon Riders
10600,2012-03-22,Summer,2012,Mar,18,Not Holiday,Thursday,Working Day,Clear,0.66,0.6212,0.65,0.1642,147,654,801,Evening Riders
10601,2012-03-22,Summer,2012,Mar,19,Not Holiday,Thursday,Working Day,Clear,0.66,0.6212,0.61,0.0,117,469,586,Evening Riders
10602,2012-03-22,Summer,2012,Mar,20,Not Holiday,Thursday,Working Day,Clear,0.62,0.5909,0.73,0.2836,64,360,424,Evening Riders
10603,2012-03-22,Summer,2012,Mar,21,Not Holiday,Thursday,Working Day,Clear,0.58,0.5455,0.78,0.1642,66,308,374,Evening Riders
10604,2012-03-22,Summer,2012,Mar,22,Not Holiday,Thursday,Working Day,Clear,0.56,0.5303,0.83,0.194,56,164,220,Evening Riders
10605,2012-03-22,Summer,2012,Mar,23,Not Holiday,Thursday,Working Day,Clear,0.56,0.5303,0.83,0.0896,34,117,151,Evening Riders
10606,2012-03-23,Summer,2012,Mar,0,Not Holiday,Friday,Working Day,Clear,0.56,0.5303,0.83,0.0,30,65,95,Night Riders
10607,2012-03-23,Summer,2012,Mar,1,Not Holiday,Friday,Working Day,Clear,0.54,0.5152,0.88,0.0,18,32,50,Night Riders
10608,2012-03-23,Summer,2012,Mar,2,Not Holiday,Friday,Working Day,Clear,0.54,0.5152,0.88,0.0896,12,20,32,Night Riders
10609,2012-03-23,Summer,2012,Mar,3,Not Holiday,Friday,Working Day,Clear,0.52,0.5,0.88,0.1045,4,6,10,Night Riders
10610,2012-03-23,Summer,2012,Mar,4,Not Holiday,Friday,Working Day,Mist,0.5,0.4848,0.94,0.1045,0,3,3,Night Riders
10611,2012-03-23,Summer,2012,Mar,5,Not Holiday,Friday,Working Day,Mist,0.5,0.4848,0.94,0.0,5,29,34,Morning Riders
10612,2012-03-23,Summer,2012,Mar,6,Not Holiday,Friday,Working Day,Mist,0.5,0.4848,0.88,0.0,6,110,116,Morning Riders
10613,2012-03-23,Summer,2012,Mar,7,Not Holiday,Friday,Working Day,Mist,0.5,0.4848,0.93,0.1343,28,318,346,Morning Riders
10614,2012-03-23,Summer,2012,Mar,8,Not Holiday,Friday,Working Day,Mist,0.5,0.4848,0.94,0.1343,47,615,662,Morning Riders
10615,2012-03-23,Summer,2012,Mar,9,Not Holiday,Friday,Working Day,Mist,0.52,0.5,0.9,0.0896,75,305,380,Morning Riders
10616,2012-03-23,Summer,2012,Mar,10,Not Holiday,Friday,Working Day,Mist,0.56,0.5303,0.88,0.1045,125,150,275,Morning Riders
10617,2012-03-23,Summer,2012,Mar,11,Not Holiday,Friday,Working Day,Mist,0.62,0.5909,0.73,0.1045,131,187,318,Morning Riders
10618,2012-03-23,Summer,2012,Mar,12,Not Holiday,Friday,Working Day,Mist,0.66,0.6212,0.61,0.2239,199,272,471,Afternoon Riders
10619,2012-03-23,Summer,2012,Mar,13,Not Holiday,Friday,Working Day,Mist,0.7,0.6515,0.48,0.0,172,256,428,Afternoon Riders
10620,2012-03-23,Summer,2012,Mar,14,Not Holiday,Friday,Working Day,Mist,0.72,0.6515,0.42,0.1045,208,224,432,Afternoon Riders
10621,2012-03-23,Summer,2012,Mar,15,Not Holiday,Friday,Working Day,Mist,0.72,0.6515,0.42,0.1343,191,281,472,Afternoon Riders
10622,2012-03-23,Summer,2012,Mar,16,Not Holiday,Friday,Working Day,Mist,0.72,0.6515,0.42,0.1642,219,370,589,Afternoon Riders
10623,2012-03-23,Summer,2012,Mar,17,Not Holiday,Friday,Working Day,Mist,0.72,0.6515,0.42,0.1642,264,693,957,Afternoon Riders
10624,2012-03-23,Summer,2012,Mar,18,Not Holiday,Friday,Working Day,Clear,0.7,0.6364,0.45,0.1642,237,593,830,Evening Riders
10625,2012-03-23,Summer,2012,Mar,19,Not Holiday,Friday,Working Day,Clear,0.66,0.6212,0.5,0.194,213,473,686,Evening Riders
10626,2012-03-23,Summer,2012,Mar,20,Not Holiday,Friday,Working Day,Clear,0.66,0.6212,0.47,0.1343,117,328,445,Evening Riders
10627,2012-03-23,Summer,2012,Mar,21,Not Holiday,Friday,Working Day,Clear,0.62,0.6212,0.53,0.1045,64,220,284,Evening Riders
10628,2012-03-23,Summer,2012,Mar,22,Not Holiday,Friday,Working Day,Clear,0.6,0.6061,0.64,0.2836,53,218,271,Evening Riders
10629,2012-03-23,Summer,2012,Mar,23,Not Holiday,Friday,Working Day,Clear,0.6,0.5909,0.69,0.2537,51,125,176,Evening Riders
10630,2012-03-24,Summer,2012,Mar,0,Not Holiday,Saturday,Holiday,Clear,0.58,0.5455,0.68,0.0,45,111,156,Night Riders
10631,2012-03-24,Summer,2012,Mar,1,Not Holiday,Saturday,Holiday,Clear,0.56,0.5303,0.73,0.0896,20,108,128,Night Riders
10632,2012-03-24,Summer,2012,Mar,2,Not Holiday,Saturday,Holiday,Clear,0.54,0.5152,0.77,0.1045,14,55,69,Night Riders
10633,2012-03-24,Summer,2012,Mar,3,Not Holiday,Saturday,Holiday,Clear,0.54,0.5152,0.77,0.1045,10,22,32,Night Riders
10634,2012-03-24,Summer,2012,Mar,4,Not Holiday,Saturday,Holiday,Clear,0.52,0.5,0.83,0.0896,1,6,7,Night Riders
10635,2012-03-24,Summer,2012,Mar,5,Not Holiday,Saturday,Holiday,Mist,0.52,0.5,0.83,0.1642,0,4,4,Morning Riders
10636,2012-03-24,Summer,2012,Mar,6,Not Holiday,Saturday,Holiday,Mist,0.52,0.5,0.83,0.1642,4,24,28,Morning Riders
10637,2012-03-24,Summer,2012,Mar,7,Not Holiday,Saturday,Holiday,Mist,0.5,0.4848,0.88,0.1343,25,45,70,Morning Riders
10638,2012-03-24,Summer,2012,Mar,8,Not Holiday,Saturday,Holiday,Mist,0.5,0.4848,0.94,0.194,41,113,154,Morning Riders
10639,2012-03-24,Summer,2012,Mar,9,Not Holiday,Saturday,Holiday,Mist,0.52,0.5,0.83,0.1343,96,153,249,Morning Riders
